"488nm525-40-A","488nm525-40-H"
59976,60783
144742,147809
131205,128653
76122.9,76245.1
29612.7,29565.9
110811,109536
162523,162796
57614.9,59886.6
124633,116379
119384,120884
365501,365420
107871,108862
156691,157468
197122,192707
137570,136873
72570.8,73019.4
141700,144743
131316,127707
39573.5,41508.4
128951,130876
103507,100657
180222,178421
118816,119000
148452,143512
75328.7,67219.1
183848,175026
105728,100816
243097,228299
133641,129610
125908,124356
181863,168406
155483,144623
87743.4,87914.2
182111,185621
111341,100881
95227.4,94871.2
212727,209039
211583,204892
280088,286085
131214,130036
130493,129592
115739,113670
254891,256731
70621,69481.5
144641,143249
123911,120515
113075,114848
107412,108053
90194.3,92154.7
191022,183053
126943,124994
182769,181925
135468,132565
106801,101368
44262.3,45104.1
217492,213180
149127,144763
125817,125468
185921,181450
188083,178659
260938,256175
127630,112235
194321,189966
110670,102618
82033.9,80750.3
313327,316212
86462.9,85099.5
154835,151424
149666,142428
149237,144492
224966,212147
624811,619693
131165,128954
37303.9,36629.5
313397,305988
438095,314324
115400,115572
157953,151721
349167,170348
183187,175130
169734,173283
148404,147412
180507,176460
151822,152159
77181.6,76940.3
123096,111797
82625.9,82484.2
85362.8,86189.1
345022,349355
103612,103392
201195,170789
86547.1,88053.9
142343,137267
122990,123961
378044,255796
208238,203002
291082,281198
138794,140322
151530,146183
88764.8,87423.5
125621,122134
241530,233709
171720,173447
171695,164425
127740,127996
131231,130632
50949.7,51381.7
205771,203176
198649,186045
150751,148603
58525.4,56021.1
417482,412809
202456,201162
99285.7,95861.7
115805,113007
121010,115243
407125,294742
140665,135557
131285,127429
113214,109899
101148,102107
74374.2,73104.7
186711,191977
621682,605383
167663,168612
114214,113476
131051,135361
175908,172290
256473,250077
187364,187994
120533,121361
96952,93106.2
115277,112279
139270,139248
274329,269465
128416,123936
117239,118980
150908,151254
206324,192935
85063.8,87215
215545,214411
178275,170553
166663,162973
113138,110736
163375,166162
154132,151497
110104,111261
147168,149173
350990,351992
135584,124694
85013.9,84004.4
116399,114390
154432,141530
78982.2,77442
145479,139830
163291,150902
41114.1,40836.7
131587,130256
194614,196077
198261,195833
359681,350823
192749,185376
93456.9,93358.5
202790,181390
406542,392099
80404.4,82560.3
133657,120833
150847,149407
67426.2,68229.3
136644,135719
305642,197588
431649,438487
290120,228263
77274.1,75257.5
138844,130791
201925,202861
144635,140941
127362,127275
245251,157307
89207.7,90185.1
170166,165723
436956,416473
131182,131278
155484,153803
130589,127720
109671,101454
139084,140192
140936,139847
94076.3,95935.5
254198,241933
117015,118574
368827,372452
119253,120215
212450,206076
270770,246003
177165,175852
208998,210396
124259,122272
325882,243756
177236,96694.7
123581,122273
138722,130021
111556,107924
209305,206869
115658,107088
307235,302625
45365.8,45675
197840,193570
117672,115478
88461.7,83790.4
389206,258716
74895.8,74920.9
92817.5,86612.4
605481,610507
220843,223447
503972,508465
45760.4,46742
162684,161352
117065,117647
149275,147225
180226,186637
128423,128333
287227,283277
146353,144951
233153,228462
163293,155952
788988,794269
148886,147062
541583,540834
120377,121537
158902,157753
315609,312484
187027,176702
127583,119383
200386,201020
210803,207269
108344,104463
126855,117515
106820,104683
126112,124331
159558,162469
189283,185141
135231,134038
107870,99006.1
98613.3,97033.9
119539,117547
171618,169701
217933,215570
182005,176134
181291,175731
135870,138530
157608,156941
114370,114529
142288,147730
174413,176596
98239.2,98952.9
225878,229313
112080,110379
375220,236663
174368,174066
122977,123307
261182,264266
135987,135404
86750.3,88088.5
122292,118232
107509,108626
105552,105251
224273,210241
74423.2,74581.3
294126,287982
228548,229415
250788,242634
166724,156316
205800,166394
135124,135277
121354,120779
223960,213001
105424,104943
94209.3,95279.5
546921,354422
117516,108150
92855.2,92350.7
138776,135314
36473.9,38540.5
283517,155231
109106,109480
154828,151700
88562.6,85964.5
109528,108820
413165,398759
177459,178301
339074,334632
604753,590817
130907,125860
531554,525089
267723,271321
145839,149780
159339,159381
154195,154340
128649,125688
100597,97112.3
161596,159622
463417,454762
324976,165464
218812,220572
128137,123280
110434,111980
119136,117233
177091,177706
224730,227066
145173,144264
202808,201421
80951.8,77169.7
86993.8,88416.9
183388,177858
136838,132856
174926,173747
98662.6,99204.5
144889,143072
82557.5,81254.4
185003,189372
90568.6,89918.5
40440.1,32112
149094,146795
219761,215472
889376,834174
62963.4,67974.4
184821,175358
78308,80151
159531,155503
92421.6,91500.4
162870,158205
153480,158330
102090,104885
119427,119507
277056,217362
171864,171744
178304,171152
153049,148729
245526,234750
149143,151341
205394,203698
44483.3,46302.9
146794,143086
126683,127542
109225,111800
189546,178602
152596,145764
174153,170859
82031.2,76184.9
129941,126902
147938,147365
152750,149969
210670,210518
161413,162134
101049,106346
113885,113721
218232,214837
141176,141078
148882,149230
107722,104735
122725,124274
82430.5,83095
113699,112861
34672.1,34317.9
128755,123411
119960,119653
127281,127986
139322,139158
177825,179276
141455,145863
132162,131475
122769,123080
173713,172742
120242,119927
116242,113104
287779,294872
519575,324358
251963,246052
183379,175782
298030,287753
571831,537463
216628,207104
201043,200187
186006,181748
104300,104219
118552,118706
123880,120717
104575,105915
126498,130732
154502,154939
743832,714673
80414.1,81882.1
101916,102943
269004,274542
152858,153076
468178,486987
364750,149040
780780,702980
128832,129446
119704,116816
122070,118453
64062.2,64054.7
76254.9,72374.2
149906,147388
265360,246613
113155,110920
153084,147066
134918,133933
259054,252406
105342,104191
84011.4,84433.9
143761,146765
159470,155543
135354,132175
199799,196873
112272,111066
90131.1,92567.1
154173,151925
104223,106594
195690,196296
79257.7,83129.9
125356,123468
118663,96566.5
133567,130582
190831,189270
105343,96258.2
147036,150905
62726.3,65797.3
359524,309395
120416,123330
94379.3,94885.5
149033,144238
136859,135451
149946,151242
101984,102177
202772,193721
429364,439850
183790,178140
105127,102750
159885,150249
119778,118756
153675,150812
74796.4,70486.2
106688,104346
125286,125673
104439,103574
101525,99055.2
282670,276924
182328,186351
138987,132062
127926,127480
60406.6,51043.3
96302.5,98199
153394,147676
544425,560052
36649.8,37421.1
105482,103825
123373,124474
278179,269842
32815.2,28660.6
81314.8,83862
202163,194098
233804,236756
120574,116584
147587,145782
140628,142080
66781.2,67341.7
232555,217480
70471.6,71778.6
161950,160349
132778,132288
152890,147174
42629.9,42355.2
105832,104580
690827,497928
221768,216210
129484,128235
148011,147295
144058,142316
91446.7,89328.7
125597,122560
172928,164858
197490,190957
130875,126995
93535.4,91738.4
160986,160329
160427,156816
195201,196916
84913.2,86538.7
130832,127468
168182,160576
342458,313128
94652.1,92956.6
337668,308492
93460,94090.8
261619,252202
157475,148525
73642.1,71400.2
281948,273199
137546,136080
162155,158702
82338.2,79124.2
102713,101267
33858.6,34084.1
172792,161187
121354,118049
152184,137894
624123,589558
214045,210382
112800,111046
108747,107024
189576,190872
51825.6,51170
144463,142201
186320,180974
170964,170216
105144,93374.6
146878,141839
82817.3,84990.1
223546,225297
197329,195921
268728,266495
173478,166798
200500,196183
169284,164585
193147,193365
86364.3,86828.7
108225,102303
268684,266853
86350.8,88018.2
80365.9,78550
164791,164282
490954,391807
145714,142888
257165,245708
205206,196446
137188,136955
553955,522180
212028,204719
221612,214466
834114,822585
204832,196765
92150.3,93240.1
52047.5,52217.2
173965,176380
96769.6,97822.7
151481,146390
158432,157140
528875,531078
173318,171749
169632,170147
112570,114231
89484,89069
388309,398289
175749,175127
159980,155882
76614.6,78095.6
128026,118443
66732.6,67285
259714,255124
121778,122094
138660,139380
137988,137243
190572,184145
123104,120075
159056,148760
146550,133171
366736,354357
185861,183003
149614,147245
60914.9,61288.2
221850,213005
155562,154436
55700.1,57421.7
147546,144214
356603,123508
155307,151282
160637,160001
592002,555980
54940.1,56345.7
196506,195582
298785,294726
142520,146036
206692,197651
81820.8,82489.1
435176,345038
53917.6,55439.5
131666,129092
92540.8,94199.2
147209,141244
122738,121191
102438,101541
143830,140890
394820,387241
349937,338396
202778,195550
113710,98519
138804,131805
164472,161392
205419,195396
150816,149930
100686,100842
98166.5,98678.7
84274.6,84451.9
167271,162942
133193,132062
22300.4,23274.5
123195,118215
191028,187781
47382.4,47426.4
262858,194105
126345,129523
260205,251045
462054,427445
122152,118442
127033,124628
217416,214486
169702,170911
186274,109295
196944,197357
105196,107348
118497,119491
152180,153148
134713,133792
102885,102810
56271.9,55968.5
118763,117551
136083,136962
231201,219663
108167,106920
120327,112367
380404,364278
195417,196795
287792,273906
102737,103896
75089.4,74598.4
251045,238180
66098.6,67514.2
126035,120539
81897.5,79337.5
35490,36426.3
489977,464152
109334,111933
75718.4,77749
150912,150298
107660,107855
111970,109795
471151,462917
105136,104874
132829,122377
285430,179716
165022,163562
139323,140469
87669.6,85738.1
36210.4,35462.3
177641,173006
253362,240897
211489,202763
542914,523049
222090,215962
86597.7,86870.3
173831,168878
111428,111482
125159,126412
205804,197017
86605.4,77238.5
114661,112284
109623,110846
85159.3,86459.4
97669.1,98474.1
189950,183457
129314,127806
127843,126556
206192,201610
139331,133799
523003,515634
176037,169509
99067.6,98785.9
101090,102414
60559.4,61322.7
94082.5,93269
135724,129798
140376,131033
147556,141118
182517,180422
22934.6,24338.1
151529,150355
233350,227115
251190,245744
143345,132043
165762,156062
142454,137392
135060,128922
166741,169032
76420.1,77845.7
75770.5,74891.5
203651,203109
157167,160414
134521,132560
154683,156351
133308,132340
352043,344793
270512,262167
90468.8,91455.3
120983,111268
148518,144426
163075,161794
212488,203924
212976,202432
169685,167131
178032,174286
115197,115486
107976,104525
149526,150622
162741,158398
105413,105931
121770,119649
81700.8,73705.5
222496,190737
226014,227435
91675.7,89259.2
129020,124957
107543,107896
121714,117930
108428,107974
150087,152003
283722,291264
135740,133382
73156.1,74007.5
26338.7,27437.2
229253,219492
197742,189744
137991,123010
203591,198054
113540,113824
114180,109591
155998,145876
160197,157560
158243,153312
122501,117685
374095,378707
372365,377972
113116,112102
148087,146393
85578.8,86277.9
33011.1,32180.3
334277,321796
183522,186377
227073,226605
65895.8,64652.7
115926,115497
159835,156588
237766,239605
194604,178073
259002,259338
114444,101038
457388,261115
117201,115526
221615,224967
263516,264166
71814.1,69847.6
165902,168235
145252,147473
140462,139968
119626,121738
302006,276782
93148.6,89766.7
298344,299404
147815,143460
49629.5,49881.3
142776,142002
314940,305389
259814,245576
168918,165145
150267,138040
260508,245889
98043.8,93940.5
74080.1,75880
157170,156900
137851,133445
97972.9,99661.1
160357,158170
130273,114117
78263.5,81096.1
222186,221565
154064,150914
97925.9,96064.2
172963,167570
101278,101007
93842.8,95320.1
94683.8,97950.1
116184,115002
121341,114760
162876,159588
113753,114062
60906.1,63948.1
198080,195509
136680,142166
106045,105851
45460.4,46276.3
114688,115203
133358,137081
423848,247007
79122.1,82593.3
199961,189045
165506,167416
140498,144855
226941,222360
245371,121973
171460,172458
194113,194526
177633,180754
122284,120574
296482,287393
430704,428489
184086,181438
771424,763446
177802,179778
140369,138948
137563,132637
175621,175922
162012,159168
271570,265699
205297,198558
588035,568804
108807,111247
69402.6,72165
226183,224639
163846,161404
92145.8,93644.7
119825,122181
103451,98994.6
230076,226113
103599,103690
575977,576589
69576.8,71294
318914,315371
209591,208054
186499,175500
106498,107494
119387,121565
324611,317647
84421.5,78889
170682,162875
223479,212997
95349.6,94570.6
79116,76193.2
151009,152960
276276,266729
145398,147662
136138,132940
94716,95835.5
111779,112437
176966,162795
104555,104790
88458.9,81573.4
203460,200050
93787,92169.3
229826,221205
148442,144759
133604,124460
128817,124904
148307,145498
99582.4,99544.2
89888.6,89182.2
132537,128000
216723,207160
114088,113466
127418,122556
352739,342196
87232.7,88341.7
98168.7,96251.4
310876,310612
86764,87092.8
175503,176352
121520,122008
150672,145252
51817.9,51948.9
95094.5,93006.1
95775.6,93242.7
161366,146714
111540,112603
124722,120850
72585.6,71927.4
129909,124534
146598,141174
82887.8,80232.4
224961,212674
249769,239236
201230,194438
102542,100578
81706.4,79853.5
96906.7,96359.9
93472.5,90774.6
205514,200116
94270.3,90617.7
132036,131967
121491,119239
289338,280256
68414.6,70981.6
305461,167469
58041.3,57101.9
182646,179418
107864,106612
108583,107347
103567,102905
77651.3,78342.3
633297,466515
147824,142556
138753,136870
119390,112954
176116,171655
149225,146664
92627.1,91291.9
144388,139398
350220,333304
134864,132843
236920,235400
392490,392082
108544,107648
303879,291532
155104,148577
166196,158625
123818,113957
70759.1,70362.8
209593,208491
259464,248260
111772,101235
198359,189468
606544,588796
66698.5,67538.1
108117,104850
146403,142932
60728.2,62784.2
231716,214145
104006,102414
271273,270597
155564,152578
235688,226597
40166.2,41119.7
107660,106938
191491,190703
137445,139714
111947,109096
94353.7,96057.9
172504,171755
148120,128760
104349,101350
212747,205876
578509,551741
193214,187454
117676,118990
88436.9,88277.1
117507,119963
99146,97984.9
186841,177108
306521,307867
111410,108637
91844.5,92056.1
137535,135685
63533.7,64810.5
255706,143277
138370,137301
120820,121248
201473,200450
138882,141782
107425,100803
138868,137483
170064,169008
136040,135127
147274,146565
214022,212566
174031,174072
87607,86554.4
122615,126130
186101,179120
202358,196776
159167,154132
113900,109828
31293.3,31742.1
96759,97912.2
64977.4,65560.3
178797,178201
186486,186487
240701,227169
109854,109098
125496,117883
85243.3,85043.2
96210,96925
141724,137387
130288,128111
138130,136927
202076,200736
112160,112333
104841,105304
115709,115214
213412,202841
213575,207036
139792,136101
162980,164040
114306,111627
202716,193580
335773,331525
119860,117224
171896,167514
161209,161106
93237.4,90001.1
120612,116885
127690,126128
553164,542970
84209.6,81191.1
105962,102189
185428,177940
412100,397181
112253,113521
131540,129797
203504,191298
61325.3,62028.8
25220.9,26501.3
249879,252925
109337,103249
159081,155035
160020,157874
144204,144318
138205,136487
172042,170535
341884,332973
98720.5,101600
269238,190786
146838,141349
162306,162301
130043,128837
136769,140250
154896,154128
312229,300358
139284,135012
132675,129603
117543,117548
124134,123238
141830,133650
126308,120065
181335,179231
121295,113398
120247,114650
59447.6,60331.3
83266.1,81374.2
151744,149434
89371.2,89149.4
206171,201432
118945,114206
161842,163754
177218,172924
195170,178824
77042.2,76956.3
116359,110406
198232,197096
78089.3,78449.3
96935.8,92789.4
82479.5,84043.3
122481,119626
164296,164366
138105,141722
124969,118759
188906,179837
93016.6,89633.9
133835,136282
46451.8,46306.2
87350.1,86073.5
97440.2,95822.4
123721,122095
144953,141286
103872,102025
132394,132134
155751,153345
100991,98373.6
138052,134162
124544,119296
149708,149131
188352,185900
248389,245190
147825,127468
197008,189052
231037,227743
155508,141087
101500,101365
126079,123194
84058.5,82745.3
73712,74221
278636,271241
364483,358400
83564.2,82675.9
131652,131464
178625,180221
136109,133497
42760.6,41548.5
204860,197234
296464,278688
121860,117984
169742,167678
125560,124736
314793,152990
141523,140110
487578,392423
222261,216499
73297.1,72492.4
205504,208289
127424,123786
98522.5,79560.1
26204.3,27202.7
249938,235069
149519,145357
228099,223022
93335.1,94677.7
226039,222951
89012.8,86839.8
362660,361449
92806.4,92543.7
299278,298138
191262,187862
192758,187783
161976,102822
158832,157086
163032,164630
90331.2,92629.4
353453,351659
114280,112050
103018,99329
154617,150233
210929,122967
124920,121228
105208,107348
134351,137474
158655,156482
169788,168937
137637,142575
246227,240118
158951,157428
321653,310743
78949,78188.1
130927,128553
202811,197298
100413,99374.4
91760.2,91551.6
159418,146889
184941,180060
59190.8,55420
280715,288218
66399.6,66422.7
436171,417616
36647.7,37949.8
106059,106343
181978,179879
246266,127095
94880.4,95391.5
130488,130848
334730,326215
184836,170829
49838.7,49305.1
84690.5,84421
157268,154403
138485,138322
106240,106223
219335,218596
151415,148262
97728.4,92568.4
30660.6,30522.7
108014,108118
92613.2,93917.7
104933,102427
227469,223464
146850,149821
130383,129112
142122,138514
150493,144984
351164,345608
187973,186620
255707,249888
255001,246539
109294,101080
124252,121932
167045,151627
110292,111225
184029,162650
124278,127523
148315,150325
139413,140305
144407,139911
84075.3,87735.2
93760.4,93051.8
79060,80335.9
49864.5,50632.2
135499,113050
111601,112251
104673,99804.2
152269,149395
244612,241140
112468,110079
522145,492546
83032.4,82602.6
200662,198161
177406,179136
171061,166146
116080,112277
158951,154664
135414,132501
238519,232700
112491,108454
139915,138751
79669.4,74198.4
231006,127449
158690,150556
155952,158690
164971,163274
152961,155563
99281.3,101650
146787,145892
737431,720544
141612,133016
93468.6,93587.1
157815,156937
271378,134797
144778,140425
124548,121572
192432,190247
142590,132526
180105,177822
166175,161463
46001.1,41071.4
671327,437364
238475,232710
210985,209531
105618,100545
114156,112214
252764,242748
128912,127455
273638,276880
146626,147799
119960,115217
139914,139026
47493.8,44481.3
194133,191775
287008,278011
243447,247911
84152.7,83438.7
173130,168901
123907,121829
133394,132867
123735,120609
98695.5,98317
139419,134713
63653.2,63169.6
334141,334776
86481.5,85285.9
157134,145159
72921.2,74933.7
91537.5,90409.3
216014,205885
112020,109852
104055,102636
113386,111191
352923,351080
126268,123841
145785,143308
107681,103942
205001,201532
130575,127801
142390,139084
115987,111588
148119,144319
117259,114132
166831,168736
105768,104730
208574,205162
279670,272417
81339,80521.5
23034.6,23951.1
203530,174343
145584,146772
182740,176466
139974,139813
107300,109155
228314,219658
181170,179640
171503,172416
219117,211527
147934,142900
142655,131163
127839,126825
384036,355604
166484,164253
88417.5,89390.5
169137,161505
222018,223218
182336,183699
94725.9,98112.3
36969.9,37928.7
590685,576646
206877,203254
296792,283042
125547,113240
202416,204376
185940,187640
186153,180195
167898,157834
168960,170088
185065,175481
288253,288205
79319.3,75923.4
150528,137747
123214,124482
421862,405780
126849,114737
193983,185567
116901,117651
119734,114981
325242,297686
127817,119114
247276,248158
182207,176082
179087,175890
77127.9,73327.7
231063,227239
409147,407323
101199,96789.7
145468,138015
249574,178429
212313,198445
97034.4,95797.1
121827,117820
155506,154014
237324,234820
143046,144941
244736,205203
226825,221344
249319,252811
495382,499551
99543.9,99780.3
85561.3,81772.6
178826,174373
135551,134712
505628,514139
159515,156597
180115,178768
175406,170105
154370,151192
94736.4,92482.5
211080,208299
153636,147127
324327,306887
236330,232257
223196,224631
211786,205431
93103.9,89806
93193,89934.5
182430,185303
100311,96650.8
123275,117283
168182,165260
314718,300621
208952,197523
84019.4,82528.8
209236,190964
134367,135181
141208,137357
79036.9,78671.2
171759,170500
153564,146452
150336,147363
147829,147366
158900,156212
152672,155226
110472,111567
135712,135136
98266.6,90937.1
296918,303596
127091,122771
141542,136009
313545,315092
70057.7,71760.3
127571,127335
107509,105123
543583,513691
155371,152354
126439,126496
125684,124536
104544,103766
248385,233840
143250,141680
170345,158469
103042,87415
171762,167174
127839,128395
143937,142271
120758,112565
163671,163902
177685,173457
100799,101342
102913,101911
88370.7,87503.1
336209,327907
265177,268771
195797,192114
179685,176709
397693,372057
166166,161430
473110,373464
156349,156257
70372.7,71858.3
79150.6,79638.7
136013,138012
95062.2,94112.4
168044,169312
188120,179590
104944,104804
103116,102294
131748,125268
154605,154108
191856,191072
116050,116781
224250,225594
240189,230398
207012,128675
110968,98427.4
178625,174836
241199,238870
182764,175907
109890,106114
166136,157772
352116,188384
131575,130651
218531,215527
125092,125911
139623,139456
110106,107583
84600.2,82047.8
242269,242425
84712.7,85330.8
97898.2,99162.5
184982,177968
110061,106961
147101,148536
627907,472892
134648,130118
121638,116836
725216,739414
161976,161877
95214.1,92616.6
201426,201721
58301.8,58964.2
154124,151219
223742,210984
123130,118283
108711,106748
186897,177660
58147.8,57251.3
113384,110572
144026,144169
126053,125924
158679,151552
125826,125873
455894,444228
119774,123263
134128,129212
237562,134427
155778,150603
116725,111208
192239,186256
181098,174020
160816,154001
230703,229901
115496,116105
167797,101841
111704,112589
118982,117563
129817,129010
149804,147229
157155,149154
160028,151285
234086,233134
233474,228893
113730,112181
106526,104700
142568,137331
227540,215402
109874,108953
138167,138737
165185,161424
492323,351063
80500,81887.2
269264,263952
170949,166107
131919,134560
154753,148907
115640,116924
156683,147749
183026,162311
54692.8,55013.1
120514,122492
135128,133731
112870,117209
163873,162290
397344,394401
175176,175748
135821,138994
184422,181285
160237,158799
617956,605277
151376,148408
128530,130349
139676,139277
101456,102073
103256,87637.4
107881,109917
102642,101161
390564,375592
182100,180344
170612,161337
206891,199134
145869,143963
76896.8,76352.5
219921,216810
436657,421223
173558,159409
164585,158153
342581,335678
79924.4,78508.7
244194,244040
124867,121126
156168,147742
315840,306924
78225.6,78891.3
145540,143444
146081,140598
582869,559375
149181,134298
113319,107807
89132,84556.2
112513,111230
167176,164729
244452,236413
209133,199545
119512,118833
157286,152015
56872.4,55402.8
91627.6,92321.3
110050,111404
95545.6,94919.4
62477.1,62180.1
167192,140042
145681,145689
80446.1,81347.2
184795,182366
186866,176887
102030,101660
210204,211394
102149,104194
105958,105127
106323,106971
162468,156825
178599,173937
312763,296900
282266,269295
160081,161962
148012,133883
110840,107720
128590,127303
82566,84236.2
152137,156162
143748,131992
169173,167341
129367,126766
119050,115190
153071,150570
199660,199055
163965,164701
185329,180073
161809,158488
139744,138832
63220.4,64902
104249,105683
125204,122680
337103,285581
172664,171946
624451,604886
133204,134131
573502,553423
135614,123697
298357,302155
74930.4,71138.5
722058,712828
89542.8,91948.6
158010,158657
128210,123457
174336,176314
123901,121205
134250,133188
189918,181958
396227,298446
70958.3,71585.5
635459,613427
137326,132259
127771,122529
140011,135102
126388,124327
83692.4,82123.1
268430,249414
61855.3,62196.6
107670,105822
257492,157414
152608,145866
132695,126774
117875,115572
94387.2,90636.5
94879.7,92339.4
102743,100944
346005,326934
174422,163435
213294,203444
73390.6,73708.5
132856,120053
257361,251734
158022,157568
110220,110900
62240.8,61522.1
98236.8,100498
295231,290796
140774,139488
163549,161195
69831.3,70799.4
155500,149682
159762,149819
101291,99095.1
191417,190986
97400.5,98037.6
195744,194916
109282,108775
288387,283051
103748,101524
127407,121268
216115,199907
126964,122566
95604.7,93728
70128.2,63135.7
171226,168084
182935,176685
174507,174380
205981,185011
103055,103087
161277,157899
128979,129051
386306,367901
84292.1,85292.1
109554,107452
177343,176903
127049,127424
132907,131748
83059,84567.9
77963.8,77119.8
129812,125226
66498.1,67935
156804,153672
112330,95097
175428,168124
108899,107093
148419,147016
137588,134451
143830,141103
131731,130464
129582,127088
166690,155451
111067,108891
170267,160468
59354.2,58096.3
60537.1,56212.8
180641,166924
268057,258586
110026,111760
502975,493998
40336.6,39431
118762,114989
178213,169982
204616,201069
232234,136069
124948,122013
156528,159000
254513,244807
175180,167271
132304,131816
140506,138066
154853,154479
188002,185037
158245,156696
165317,161958
196992,195563
218692,211194
93147.7,92287.7
198565,191901
168412,152487
111817,104698
239265,232924
119186,100960
161857,159315
30216.8,30348.5
87374,86534.5
68758.8,69950.6
175626,165073
164460,162080
67817.5,69658.8
150879,148753
166538,159983
308976,308690
99956.9,100020
197870,196262
160735,162762
172441,161378
126266,125887
197021,190913
200315,195562
134739,128859
123990,119319
125284,119764
90428.3,90569.8
108279,104568
100358,100517
260199,255790
102259,102310
134154,133200
134810,124015
159301,150000
164454,161880
433080,433097
150745,144781
97908.9,97016.9
129056,123715
69319.6,69926.7
159878,161177
322258,329151
124272,120052
82385.9,79122.8
129791,121038
176306,171738
180199,177398
172533,168641
150504,152254
201450,190910
392915,365258
268194,258419
105600,106790
81030.2,76470.5
61739.2,60999.2
74917.2,73020
176113,169854
124068,124598
125839,116264
138889,138341
107095,111100
113153,114784
145619,138155
257951,256641
298030,289331
107188,105268
98102.8,96880.2
77247.7,78007.3
240721,233431
217527,207669
164711,159243
122489,123582
86593.9,86411
138851,141056
146616,146236
683789,676098
145356,143243
131708,129332
132461,129380
139570,139994
134087,130901
213935,211791
108564,104810
124224,121916
115110,116268
168154,165518
201215,200162
410925,404567
192238,195334
430940,409251
26474.3,26549.7
130317,118445
105800,103323
409225,403746
235073,229651
83069.9,79835.1
98938,93935.3
178401,175024
190288,185334
104157,102139
113152,113320
149531,147749
134548,135779
128578,127372
178694,179911
141640,125731
116895,112678
129910,126010
83064.2,82192.6
43004.1,42996.5
172558,171591
138583,137145
116206,115598
127391,124582
404692,415765
38256.8,35743.4
146163,143990
264466,141150
58397.1,59843.6
92448.7,94493.7
178635,176836
225080,224132
205370,194659
132552,129874
186453,183018
137038,133631
122499,116699
245747,236347
167744,164050
163404,157583
88586.7,89062.5
98264.9,97901.3
130844,126507
148546,135783
190915,188084
146730,147540
312694,315988
100534,102098
626140,616507
97173.2,93221.4
91967.3,89676.5
107026,108847
104007,103855
775137,759797
170996,164575
115466,109103
251877,252112
120625,116105
55426.6,54884.1
235504,234659
68073.8,64732.7
81253.1,83988.1
105487,108294
143039,141546
183946,176565
72944.6,72128.8
118351,118007
125479,123031
96393.1,94061.2
83406.7,81359.7
84008.6,83596.4
151297,144708
84181.9,83563.6
92526.9,89723.4
217577,218758
171200,161983
238280,236467
238919,240161
197974,188113
190131,182839
245836,232897
77678.9,63289.7
79796.9,77323.1
98420.2,98728.3
95868.5,88274.9
113268,102704
107574,105868
263786,192140
179889,174471
138246,136391
215338,208855
114968,113955
125716,111898
154484,154743
45398.8,44580.6
177010,172467
205376,206776
155224,155069
186646,188638
176778,166622
94618.1,94878.7
68890.5,68981.4
162791,156719
24915.4,24354.5
170178,169752
168198,161238
93887.2,92904.2
135919,134659
208062,209529
120764,121497
109172,108192
300271,179547
114270,114537
178025,175515
177072,170889
116257,112354
99167.8,89957.3
162476,159983
135935,135786
646202,629809
80490,82593
156911,155269
327122,158313
125110,120273
125671,120589
152918,149596
141851,124151
